team_name,player_name,player_batLR,opponents,pitcherLR,runners,strikes,pitch_course,pitch_type,pitch_height,hit_type,x_coord,y_coord
近畿大学.csv,野間翔一郎,左,京大以外,右,なし,1,内,ストレート,真中,ゴロ,478,359
近畿大学.csv,永井士航,左,京大以外,右,なし,1,外,ストレート,低め,フライ,195,306
関西学院大学.csv,畠山英士,右,京大以外,左,なし,0,外,ストレート,低め,フライ,231,239
関西学院大学.csv,福谷宇楽,右,京大以外,左,なし,0,内,ストレート,高め,フライ,627,521
関西学院大学.csv,福谷宇楽,右,京大以外,左,なし,1,内,ストレート,高め,ライナー,468,637
関西学院大学.csv,宮原大和,左,京大以外,左,なし,0,内,スライダー,真中,ライナー,616,492
関西学院大学.csv,宮原大和,左,京大以外,左,なし,1,内,カーブ,真中,フライ,729,373
近畿大学.csv,久保尊,左,京大以外,右,得点圏,1,内,スライダー,真中,ゴロ,570,461
近畿大学.csv,久保尊,左,京大以外,右,得点圏,2,内,スライダー,高め,フライ,115,409
近畿大学.csv,阪上翔也,左,京大以外,右,得点圏,1,外,スライダー,低め,ライナー,353,692
近畿大学.csv,阪上翔也,左,京大以外,右,得点圏,2,外,スライダー,真中,フライ,455,154
近畿大学.csv,實谷大周,左,京大以外,右,得点圏,1,内,スライダー,真中,フライ,620,537
近畿大学.csv,實谷大周,左,京大以外,右,得点圏,2,真中,スライダー,低め,フライ,292,361
関西学院大学.csv,塩島康資,左,京大以外,右,得点圏,1,真中,スライダー,高め,フライ,127,469
